UltimateParentAccountID,Revenue,CountWPVisits,CountFormFills,CountLinkClicks,CountEmailOpens,CountWPVisits_A,CountFormFills_A,CountLinkClicks_A,CountEmailOpens_A,CountPeopleWPVisits_A,CountPeopleFormFills_A,CountPeopleLinkClicks_A,CountPeopleEmailOpens_A,Contact_Score,Account_Score,PersonScore
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,1,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,18,0,3,0,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,10,1348,112,254,7919,191,101,56,2383,50,32,82
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,7,0,1,0,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,2,1,0,0,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,11,1348,112,254,7919,191,101,56,2383,50,32,82
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,10,0,2,2,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,2,1,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,2,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,2,0,0,0,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,3,1,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,1,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,1,0,0,0,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,2,1,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,3,1,0,2,1348,112,254,7919,191,101,56,2383,20,32,52
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,3,0,0,0,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,1,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,2,1,0,1,1348,112,254,7919,191,101,56,2383,20,32,52
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,9,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,10,1348,112,254,7919,191,101,56,2383,50,32,82
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,7,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,3,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,8,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,5,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,4,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,6,1348,112,254,7919,191,101,56,2383,30,32,62
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,2,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
0015000000NAHOqAAP,0,0,0,0,1,1348,112,254,7919,191,101,56,2383,10,32,42
